xx,yy,latitude,longitude,percentage,bezirk
109,84,52.4941952047975,13.2929795848771,4,Charlottenburg-Wilmersdorf
128,84,52.4916362538829,13.3628112157889,4,Tempelhof-Schöneberg
130,84,52.4913644985201,13.3701613010364,4,Tempelhof-Schöneberg
138,84,52.4902729214753,13.3995604655093,4,Friedrichshain-Kreuzberg
140,84,52.4899988883995,13.4069099615275,4,Friedrichshain-Kreuzberg
141,84,52.4898617010509,13.4105846651383,4,Friedrichshain-Kreuzberg
146,84,52.4891740562857,13.4289577382372,5,Neukölln
147,84,52.4890361857429,13.4326322636963,5,Neukölln
149,84,52.4887601030846,13.4399812252597,5,Neukölln
150,84,52.4886218909733,13.4436556613156,5,Treptow-Köpenick
151,84,52.4884835650101,13.4473300675219,5,Neukölln
152,84,52.488345125197,13.4510044438544,5,Treptow-Köpenick
153,84,52.4882065715361,13.4546787902888,5,Treptow-Köpenick
154,84,52.4880679040297,13.4583531068009,5,Treptow-Köpenick
155,84,52.4879291226799,13.4620273933665,5,Treptow-Köpenick
170,84,52.4858337426682,13.5171380817843,5,Lichtenberg
171,84,52.4856931401136,13.5208118859094,5,Lichtenberg
172,84,52.4855524237519,13.5244856596759,5,Lichtenberg
173,84,52.4854115935854,13.5281594030598,5,Lichtenberg
174,84,52.4852706496161,13.5318331160369,5,Lichtenberg
175,84,52.4851295918462,13.5355067985828,5,Lichtenberg
180,84,52.484422596064,13.5538747539982,5,Marzahn-Hellersdorf
189,84,52.4831428352217,13.5869351454013,5,Marzahn-Hellersdorf
193,84,52.4825710945635,13.6016278530913,5,Marzahn-Hellersdorf
158,84,52.4875120955909,13.4730500731416,1,Treptow-Köpenick
159,84,52.4873728588885,13.4767242396786,1,Treptow-Köpenick
165,84,52.4865350482602,13.49876860663,1,Lichtenberg
148,84,52.4888982013419,13.4363067593786,4,Neukölln
156,84,52.4877902274887,13.4657016499613,4,Treptow-Köpenick
181,84,52.4842808555361,13.557548253449,4,Marzahn-Hellersdorf
182,84,52.4841390012229,13.5612217222992,4,Marzahn-Hellersdorf
184,84,52.4838549512489,13.568568568101,4,Marzahn-Hellersdorf
186,84,52.4835704461593,13.5759152912101,4,Marzahn-Hellersdorf
187,84,52.4834280229517,13.5795886066944,4,Marzahn-Hellersdorf
188,84,52.4832854859718,13.5832618914328,4,Marzahn-Hellersdorf
190,84,52.4830000707036,13.5906083685755,4,Marzahn-Hellersdorf
191,84,52.4828571924198,13.5942815609314,4,Marzahn-Hellersdorf
192,84,52.4827142003723,13.5979547224448,4,Marzahn-Hellersdorf
194,84,52.4824278749955,13.6053009528469,4,Marzahn-Hellersdorf
195,84,52.4822845416705,13.6089740216873,4,Marzahn-Hellersdorf
196,84,52.4821410945907,13.6126470595884,4,Marzahn-Hellersdorf
168,84,52.4861146063477,13.5097903825558,1,Lichtenberg
177,84,52.4848471349134,13.5428540722844,1,Lichtenberg
178,84,52.4847057357548,13.5465276633917,1,Lichtenberg
169,84,52.4859742314136,13.5134642473251,3,Lichtenberg
176,84,52.4849884202779,13.5391804506733,3,Lichtenberg
183,84,52.4839970331264,13.5648951605246,3,Marzahn-Hellersdorf
185,84,52.4837127555924,13.5722419450043,3,Marzahn-Hellersdorf
197,84,52.4819975337582,13.616320066526,3,Marzahn-Hellersdorf
79,85,52.4959120975393,13.1824850619106,5,Spandau
103,85,52.4927551972292,13.2707079502301,5,Charlottenburg-Wilmersdorf
104,85,52.4926222352642,13.2743835474451,5,Charlottenburg-Wilmersdorf
105,85,52.4924891593607,13.2780591159323,5,Charlottenburg-Wilmersdorf
106,85,52.4923559695206,13.2817346556674,5,Charlottenburg-Wilmersdorf
107,85,52.492222665746,13.285410166626,5,Charlottenburg-Wilmersdorf
108,85,52.492089248039,13.2890856487838,5,Charlottenburg-Wilmersdorf
109,85,52.4919557164016,13.2927611021166,5,Charlottenburg-Wilmersdorf
111,85,52.4916883113439,13.3001119222098,5,Charlottenburg-Wilmersdorf
112,85,52.4915544379276,13.3037872889217,5,Charlottenburg-Wilmersdorf
113,85,52.4914204505891,13.3074626267113,5,Charlottenburg-Wilmersdorf
114,85,52.4912863493305,13.3111379355544,5,Charlottenburg-Wilmersdorf
116,85,52.4910178050612,13.318488466304,5,Charlottenburg-Wilmersdorf
117,85,52.4908833620546,13.3221636881619,5,Charlottenburg-Wilmersdorf
118,85,52.490748805136,13.3258388809761,5,Charlottenburg-Wilmersdorf
119,85,52.4906141343077,13.3295140447223,5,Charlottenburg-Wilmersdorf
71,85,52.4969498084157,13.1530738165102,1,Spandau
72,85,52.4968204935527,13.1567503201793,1,Spandau
83,85,52.4953905063,13.1971900105101,1,Charlottenburg-Wilmersdorf
85,85,52.4951290267861,13.2045423156034,1,Charlottenburg-Wilmersdorf
93,85,52.4940785498097,13.2339504033938,1,Charlottenburg-Wilmersdorf
94,85,52.4939467273423,13.2376262865507,1,Charlottenburg-Wilmersdorf
84,85,52.4952598235326,13.2008661771776,2,Charlottenburg-Wilmersdorf
78,85,52.4960422103815,13.1788087543999,4,Spandau
100,85,52.4931533994723,13.2596809864607,4,Charlottenburg-Wilmersdorf
101,85,52.4930207793353,13.2633566697135,4,Charlottenburg-Wilmersdorf
110,85,52.4918220708359,13.2964365266,4,Charlottenburg-Wilmersdorf
99,85,52.4932859056626,13.2560052745772,3,Charlottenburg-Wilmersdorf
115,85,52.4911521341539,13.3148132154268,3,Charlottenburg-Wilmersdorf
155,85,52.4856901380958,13.461800375587,3,Treptow-Köpenick
182,85,52.4819003213064,13.5609896999781,3,Marzahn-Hellersdorf
184,85,52.4816162941635,13.5683361752275,3,Marzahn-Hellersdorf
120,85,52.4904793495716,13.3331891793764,5,Charlottenburg-Wilmersdorf
189,85,52.480904235373,13.5867018262407,3,Treptow-Köpenick
121,85,52.4903444509298,13.3368642849139,5,Charlottenburg-Wilmersdorf
122,85,52.4902094383843,13.3405393613106,5,Tempelhof-Schöneberg
123,85,52.4900743119373,13.3442144085423,5,Tempelhof-Schöneberg
126,85,52.4896682492078,13.3552393750042,5,Tempelhof-Schöneberg
127,85,52.4895326671753,13.3589143053329,5,Tempelhof-Schöneberg
128,85,52.4893969712517,13.3625892063751,5,Tempelhof-Schöneberg
129,85,52.4892611614389,13.3662640781067,5,Tempelhof-Schöneberg
124,85,52.4899390715909,13.3478894265847,4,Tempelhof-Schöneberg
125,85,52.489803717347,13.3515644154134,4,Tempelhof-Schöneberg
131,85,52.4889892001545,13.3736137335405,4,Tempelhof-Schöneberg
137,85,52.4881705831801,13.3956619938613,4,Friedrichshain-Kreuzberg
143,85,52.4873478668757,13.4177091911351,4,Neukölln
144,85,52.4872103489775,13.4213836202944,4,Friedrichshain-Kreuzberg
153,85,52.4859675646474,13.4544521433692,4,Treptow-Köpenick
130,85,52.4891252377392,13.3699389205032,5,Tempelhof-Schöneberg
132,85,52.4888530486871,13.3772885171943,5,Friedrichshain-Kreuzberg
133,85,52.4887167833388,13.3809632714403,5,Friedrichshain-Kreuzberg
134,85,52.4885804041119,13.3846379962543,5,Friedrichshain-Kreuzberg
166,85,52.4841561535141,13.5022135050509,1,Lichtenberg
167,85,52.484016017475,13.5058872450035,1,Lichtenberg
168,85,52.4838757676294,13.5095609546997,1,Lichtenberg
177,85,52.4826083980778,13.542622976438,1,Lichtenberg
178,85,52.4824670102849,13.5462963822396,1,Lichtenberg
154,85,52.4858289082888,13.4581262744487,2,Treptow-Köpenick
163,85,52.4845758787702,13.4911921038979,2,Treptow-Köpenick
165,85,52.4842961757444,13.4985397348663,2,Lichtenberg
190,85,52.4807614823295,13.5903748641737,4,Marzahn-Hellersdorf
192,85,52.4804756349745,13.5977208475766,4,Marzahn-Hellersdorf
194,85,52.4801893326102,13.605066707534,4,Marzahn-Hellersdorf
195,85,52.4800460108051,13.6087395911602,4,Marzahn-Hellersdorf
196,85,52.4799025752542,13.6124124438525,4,Marzahn-Hellersdorf
191,85,52.4806186155292,13.5940478712938,3,Marzahn-Hellersdorf
193,85,52.4803325406674,13.6013937929981,3,Marzahn-Hellersdorf
78,86,52.4938023918558,13.1785960575538,5,Spandau
86,86,52.4927583815089,13.2080042427394,5,Charlottenburg-Wilmersdorf
83,86,52.4931507401886,13.1969763847658,1,Charlottenburg-Wilmersdorf
87,86,52.4926273673479,13.2116801388591,1,Charlottenburg-Wilmersdorf
93,86,52.4918388892096,13.2337349202243,1,Charlottenburg-Wilmersdorf
77,86,52.4939323802514,13.174919907742,4,Spandau
79,86,52.4936722894783,13.182272179275,4,Spandau
101,86,52.4907812037996,13.2631397009626,5,Charlottenburg-Wilmersdorf
102,86,52.4906484803919,13.2668151698853,5,Charlottenburg-Wilmersdorf
104,86,52.4903826917778,13.2741660216838,5,Charlottenburg-Wilmersdorf
112,86,52.4893149803063,13.303568278021,3,Charlottenburg-Wilmersdorf
138,86,52.4857945739189,13.3991127653507,3,Friedrichshain-Kreuzberg
152,86,52.4838670876014,13.4505515506802,3,Neukölln
105,86,52.4902496265756,13.2778414045109,5,Charlottenburg-Wilmersdorf
106,86,52.4901164474459,13.281516758591,5,Charlottenburg-Wilmersdorf
107,86,52.4899831543908,13.2851920838996,5,Charlottenburg-Wilmersdorf
109,86,52.4897162265127,13.2925426481053,5,Charlottenburg-Wilmersdorf
110,86,52.4895825916937,13.2962178869539,5,Charlottenburg-Wilmersdorf
94,86,52.4917070773435,13.237410617666,4,Charlottenburg-Wilmersdorf
103,86,52.4905156430506,13.2704906101338,4,Charlottenburg-Wilmersdorf
108,86,52.4898497474124,13.2888673804124,4,Charlottenburg-Wilmersdorf
126,86,52.4874289432509,13.355017765891,4,Tempelhof-Schöneberg
134,86,52.4863411856204,13.3844149028983,4,Friedrichshain-Kreuzberg
145,86,52.4848336199469,13.4248328861043,4,Neukölln
150,86,52.4841438088796,13.4432035098758,4,Neukölln
111,86,52.4894488429576,13.2998930969339,5,Charlottenburg-Wilmersdorf
97,86,52.4913109580543,13.2484375390152,1,Charlottenburg-Wilmersdorf
98,86,52.4911786904011,13.2521131223919,1,Charlottenburg-Wilmersdorf
140,86,52.4855205849051,13.406461519385,1,Tempelhof-Schöneberg
141,86,52.4853834196148,13.4101358520192,1,Neukölln
156,86,52.4833122791074,13.4652472734441,1,Treptow-Köpenick
159,86,52.4828949776086,13.4762687507643,1,Treptow-Köpenick
100,86,52.4909138132718,13.2594642033899,2,Charlottenburg-Wilmersdorf
144,86,52.4849712406357,13.4211586720993,2,Neukölln
154,86,52.483589911005,13.4578994719343,2,Neukölln
155,86,52.4834511519678,13.4615733876694,2,Treptow-Köpenick
169,86,52.4814965749853,13.5130050511059,5,Lichtenberg
172,86,52.4810748351331,13.5240253514718,5,Lichtenberg
173,86,52.480934027606,13.5276987242153,5,Lichtenberg
174,86,52.4807931062943,13.5313720665625,5,Lichtenberg
175,86,52.4806520712002,13.5350453784893,5,Lichtenberg
181,86,52.4798034713258,13.5570846098648,5,Marzahn-Hellersdorf
190,86,52.4785228923715,13.5901413904786,5,Treptow-Köpenick
192,86,52.4782370679904,13.5974870034634,5,Marzahn-Hellersdorf
166,86,52.4819172906987,13.5019844780454,1,Treptow-Köpenick
168,86,52.4816369273525,13.5093315570195,3,Lichtenberg
167,86,52.4817771659244,13.5056580326579,1,Lichtenberg
170,86,52.4813561088249,13.5166785148929,4,Lichtenberg
171,86,52.4812155288735,13.5203519483563,4,Lichtenberg
180,86,52.479945189069,13.5534114809691,4,Marzahn-Hellersdorf
182,86,52.4796616398153,13.5607577081707,4,Marzahn-Hellersdorf
184,86,52.4793776355013,13.568103812916,4,Marzahn-Hellersdorf
185,86,52.4792354627021,13.571776819307,4,Marzahn-Hellersdorf
191,86,52.4783800370537,13.5938142123869,4,Marzahn-Hellersdorf
193,86,52.478093985184,13.6011597636839,4,Marzahn-Hellersdorf
194,86,52.4779507886364,13.6048324930243,4,Marzahn-Hellersdorf
195,86,52.47780747835,13.6085051914603,4,Marzahn-Hellersdorf
196,86,52.4776640543269,13.6121778589679,4,Marzahn-Hellersdorf
176,86,52.4805109223258,13.5387186599714,2,Lichtenberg
177,86,52.4803696596734,13.5423919109846,2,Lichtenberg
178,86,52.480228283245,13.5460651315048,2,Lichtenberg
183,86,52.4795196945398,13.5644307758625,3,Marzahn-Hellersdorf
77,87,52.4916925498114,13.1747074246591,5,Spandau
78,87,52.4915625718703,13.1783833887007,5,Spandau
79,87,52.4914324799564,13.1820593246566,5,Spandau
102,87,52.4884089140448,13.2665980440339,5,Charlottenburg-Wilmersdorf
104,87,52.4881431468039,13.2739485245456,5,Charlottenburg-Wilmersdorf
105,87,52.4880100923018,13.2776237217368,5,Charlottenburg-Wilmersdorf
106,87,52.4878769238815,13.2812988901861,5,Charlottenburg-Wilmersdorf
107,87,52.4877436415448,13.2849740298689,5,Charlottenburg-Wilmersdorf
108,87,52.4876102452939,13.288649140761,5,Charlottenburg-Wilmersdorf
109,87,52.4874767351308,13.2923242228382,5,Charlottenburg-Wilmersdorf
110,87,52.4873431110575,13.2959992760762,5,Charlottenburg-Wilmersdorf
111,87,52.4872093730761,13.2996743004506,5,Charlottenburg-Wilmersdorf
115,87,52.4866732821107,13.3143741088273,5,Charlottenburg-Wilmersdorf
116,87,52.4865389746196,13.3180489885199,5,Charlottenburg-Wilmersdorf
117,87,52.4864045532328,13.3217238392032,5,Charlottenburg-Wilmersdorf
118,87,52.4862700179522,13.3253986608531,5,Charlottenburg-Wilmersdorf
119,87,52.48613536878,13.3290734534451,5,Charlottenburg-Wilmersdorf
120,87,52.4860006057183,13.3327482169552,5,Charlottenburg-Wilmersdorf
121,87,52.485865728769,13.3364229513589,5,Charlottenburg-Wilmersdorf
122,87,52.4857307379343,13.340097656632,5,Tempelhof-Schöneberg
124,87,52.4854604146168,13.3474469796895,5,Tempelhof-Schöneberg
98,87,52.488939081417,13.2518967391742,1,Charlottenburg-Wilmersdorf
99,87,52.4888067104677,13.2555721083079,1,Charlottenburg-Wilmersdorf
100,87,52.4886742255879,13.2592474488453,1,Charlottenburg-Wilmersdorf
114,87,52.4868074757039,13.3106992001499,2,Charlottenburg-Wilmersdorf
103,87,52.4882760873856,13.2702732986365,3,Charlottenburg-Wilmersdorf
101,87,52.4885416267796,13.262922760762,4,Charlottenburg-Wilmersdorf
112,87,52.4870755211887,13.3033492959372,4,Charlottenburg-Wilmersdorf
113,87,52.4869415553973,13.3070242625117,4,Charlottenburg-Wilmersdorf
123,87,52.4855956332162,13.3437723327503,4,Tempelhof-Schöneberg
125,87,52.4853250821382,13.3511215974253,4,Tempelhof-Schöneberg
134,87,52.4841019656085,13.3841918388914,4,Tempelhof-Schöneberg
145,87,52.4825945211374,13.4246077820688,5,Neukölln
147,87,52.4823189603836,13.431955750054,5,Neukölln
148,87,52.4821810092591,13.4356296894169,5,Neukölln
149,87,52.4820429443057,13.4393035989944,5,Neukölln
150,87,52.4819047655254,13.4429774787623,3,Neukölln
154,87,52.4813509121786,13.4576726992523,3,Neukölln
162,87,52.4802377424429,13.4870617020026,3,Treptow-Köpenick
178,87,52.4779895546351,13.5458339111819,3,Lichtenberg
151,87,52.4817664729205,13.4466513286962,5,Neukölln
152,87,52.4816280664929,13.450325148772,5,Neukölln
185,87,52.4769968138899,13.5715443023322,3,Marzahn-Hellersdorf
192,87,52.4759984994204,13.5972531900998,3,Marzahn-Hellersdorf
194,87,52.4757122430742,13.6045983093124,3,Marzahn-Hellersdorf
196,87,52.4754255318089,13.6119433049292,3,Marzahn-Hellersdorf
153,87,52.4814895462449,13.4539989389655,5,Neukölln
139,87,52.4834184712843,13.4025631657838,1,Tempelhof-Schöneberg
141,87,52.4831442766045,13.4099114897397,1,Neukölln
165,87,52.4798184260473,13.4980820816439,1,Treptow-Köpenick
166,87,52.4796784263271,13.5017554811621,1,Treptow-Köpenick
191,87,52.4761414569932,13.5935805842055,1,Treptow-Köpenick
155,87,52.481212164296,13.4613464296084,2,Neukölln
156,87,52.4810733025993,13.4650201300094,2,Treptow-Köpenick
167,87,52.4795383128163,13.5054288504589,2,Lichtenberg
176,87,52.4782721709983,13.5384878101686,2,Lichtenberg
177,87,52.4781309197001,13.5421608759191,2,Lichtenberg
144,87,52.4827321307623,13.420933753495,4,Neukölln
146,87,52.4824567976771,13.4282817809299,4,Neukölln
158,87,52.4807952377723,13.4723674408493,4,Treptow-Köpenick
168,87,52.4793980855171,13.5091021895099,4,Lichtenberg
170,87,52.479117289562,13.5164487767781,4,Lichtenberg
171,87,52.4789767209104,13.5201220249469,4,Lichtenberg
175,87,52.4784133085274,13.5348147139545,4,Lichtenberg
182,87,52.4774229567497,13.5605257468717,4,Marzahn-Hellersdorf
183,87,52.4772810228829,13.5641986293328,4,Marzahn-Hellersdorf
184,87,52.4771389752623,13.5678714811611,4,Marzahn-Hellersdorf
195,87,52.4755689443054,13.6082708225823,4,Marzahn-Hellersdorf
79,88,52.4891926689737,13.1818464980506,5,Spandau
101,88,52.4863020482754,13.2627058491069,5,Charlottenburg-Wilmersdorf
102,88,52.4861693462125,13.266380946752,5,Charlottenburg-Wilmersdorf
103,88,52.4860365302341,13.270056015733,5,Charlottenburg-Wilmersdorf
104,88,52.4859036003425,13.2737310560254,5,Charlottenburg-Wilmersdorf
105,88,52.4857705565396,13.2774060676051,5,Charlottenburg-Wilmersdorf
106,88,52.4856373988274,13.2810810504477,5,Charlottenburg-Wilmersdorf
110,88,52.4851036289274,13.2957806939618,5,Charlottenburg-Wilmersdorf
111,88,52.4849699016997,13.2994555327548,5,Charlottenburg-Wilmersdorf
98,88,52.4866994709518,13.2516803844293,1,Charlottenburg-Wilmersdorf
76,88,52.4895825714348,13.1708191631877,2,Spandau
77,88,52.4894527179128,13.17449496954,2,Spandau
100,88,52.486434636421,13.2590307228219,3,Charlottenburg-Wilmersdorf
78,88,52.4893227504251,13.1781707478358,4,Spandau
107,88,52.4855041272081,13.2847560045289,4,Charlottenburg-Wilmersdorf
108,88,52.4853707416836,13.2884309298245,4,Charlottenburg-Wilmersdorf
109,88,52.485237242256,13.2921058263103,4,Charlottenburg-Wilmersdorf
119,88,52.4838959837606,13.3288532012808,3,Charlottenburg-Wilmersdorf
165,88,52.4775795488662,13.4978533001747,3,Treptow-Köpenick
171,88,52.4767379113856,13.5198921317751,3,Lichtenberg
113,88,52.4847021055555,13.3068051236684,5,Charlottenburg-Wilmersdorf
114,88,52.4845680366432,13.3104798757403,5,Charlottenburg-Wilmersdorf
115,88,52.48443385384,13.3141545988567,5,Charlottenburg-Wilmersdorf
116,88,52.4842995571481,13.3178292929932,5,Charlottenburg-Wilmersdorf
117,88,52.4841651465695,13.3215039581256,5,Charlottenburg-Wilmersdorf
120,88,52.4837612315343,13.3325277792551,5,Charlottenburg-Wilmersdorf
121,88,52.4836263654297,13.3362023281283,5,Charlottenburg-Wilmersdorf
122,88,52.4834913854487,13.3398768478759,5,Tempelhof-Schöneberg
123,88,52.4833562915934,13.3435513384738,5,Tempelhof-Schöneberg
124,88,52.4832210838659,13.3472257998977,5,Tempelhof-Schöneberg
125,88,52.4830857622683,13.3509002321233,5,Tempelhof-Schöneberg
112,88,52.4848360605751,13.3031303426651,1,Charlottenburg-Wilmersdorf
157,88,52.4786953602095,13.4684665015275,1,Treptow-Köpenick
118,88,52.4840306221063,13.3251785942295,4,Charlottenburg-Wilmersdorf
147,88,52.4800798821943,13.4317303048298,4,Neukölln
148,88,52.4799419421598,13.4354040588013,4,Neukölln
168,88,52.4771592421233,13.5088728521656,4,Lichtenberg
169,88,52.4770189123184,13.5125459756657,4,Lichtenberg
170,88,52.4768784687385,13.5162190688769,4,Lichtenberg
172,88,52.476597240262,13.5235651643361,4,Lichtenberg
158,88,52.4785562820718,13.4721399566066,1,Treptow-Köpenick
166,88,52.4774395603993,13.5015265143959,1,Treptow-Köpenick
167,88,52.477299458151,13.5051996984009,1,Treptow-Köpenick
178,88,52.4757508244555,13.5456027212655,1,Lichtenberg
179,88,52.475609356997,13.5492755407885,1,Lichtenberg
129,88,52.4825433372179,13.3655976685577,2,Tempelhof-Schöneberg
154,88,52.4791119118096,13.4574459563977,2,Neukölln
155,88,52.4789731750805,13.4611195013988,2,Neukölln
156,88,52.4788343245465,13.4647930164502,2,Neukölln
176,88,52.4760334181032,13.5382569907241,2,Lichtenberg
177,88,52.4758921781582,13.541929871236,2,Lichtenberg
193,88,52.4736168694555,13.6006917973712,5,Treptow-Köpenick
200,88,52.4726122666748,13.6263976609123,5,Treptow-Köpenick
201,88,52.4724682971441,13.6300698031717,5,Treptow-Köpenick
213,88,52.4707317943911,13.6741330804846,5,Treptow-Köpenick
188,88,52.4743310312264,13.5823295397066,1,Treptow-Köpenick
185,88,52.4747581634999,13.5713118159328,2,Treptow-Köpenick
183,88,52.4750423496505,13.5639665133304,4,Marzahn-Hellersdorf
184,88,52.4749003134465,13.5676391799575,4,Marzahn-Hellersdorf
186,88,52.4746158998129,13.5749844212322,4,Treptow-Köpenick
194,88,52.4734736959238,13.6043641563928,4,Marzahn-Hellersdorf
182,88,52.4751842721097,13.5602938160758,3,Marzahn-Hellersdorf
189,88,52.4741884263312,13.5860020528332,3,Treptow-Köpenick
195,88,52.4733304086714,13.6080364845208,3,Marzahn-Hellersdorf
196,88,52.4731870077003,13.6117087817312,3,Marzahn-Hellersdorf
80,89,52.4868226715878,13.1853092358499,5,Spandau
83,89,52.4864314330642,13.1963356761986,5,Charlottenburg-Wilmersdorf
76,89,52.4873427276343,13.1706069217542,4,Spandau
77,89,52.4872128845557,13.1742825423799,4,Spandau
78,89,52.4870829275203,13.177958134954,4,Spandau
79,89,52.4869528565304,13.1816336994521,4,Spandau
100,89,52.484195045771,13.2588140253147,5,Charlottenburg-Wilmersdorf
101,89,52.4840624682871,13.2624889659922,5,Charlottenburg-Wilmersdorf
102,89,52.4839297768949,13.2661638780349,5,Charlottenburg-Wilmersdorf
103,89,52.4837969715964,13.2698387614183,5,Charlottenburg-Wilmersdorf
104,89,52.4836640523937,13.2735136161183,5,Charlottenburg-Wilmersdorf
105,89,52.4835310192889,13.2771884421105,5,Charlottenburg-Wilmersdorf
106,89,52.4833978722839,13.2808632393707,5,Charlottenburg-Wilmersdorf
107,89,52.4832646113808,13.2845380078746,5,Charlottenburg-Wilmersdorf
108,89,52.4831312365816,13.288212747598,5,Charlottenburg-Wilmersdorf
110,89,52.4828641453033,13.2955621406057,5,Charlottenburg-Wilmersdorf
114,89,52.4823285960842,13.3102605801859,5,Charlottenburg-Wilmersdorf
115,89,52.48219442407,13.3139351177654,5,Charlottenburg-Wilmersdorf
116,89,52.4820601381762,13.31760962637,5,Charlottenburg-Wilmersdorf
117,89,52.4819257384047,13.3212841059756,5,Charlottenburg-Wilmersdorf
118,89,52.4817912247578,13.3249585565579,5,Charlottenburg-Wilmersdorf
99,89,52.4843275093445,13.2551390560266,1,Charlottenburg-Wilmersdorf
109,89,52.4829977478885,13.2918874585164,3,Charlottenburg-Wilmersdorf
120,89,52.4815218558456,13.3323073705554,3,Charlottenburg-Wilmersdorf
132,89,52.4798960779291,13.3763978036736,3,Tempelhof-Schöneberg
134,89,52.4796235210242,13.3837457989044,3,Tempelhof-Schöneberg
146,89,52.4779786176032,13.4278312909036,3,Neukölln
147,89,52.4778408024704,13.4315048892586,3,Neukölln
148,89,52.4777028735247,13.4351784578628,3,Neukölln
129,89,52.4803040594482,13.3653755904841,1,Tempelhof-Schöneberg
130,89,52.4801681794564,13.3690496908941,2,Tempelhof-Schöneberg
155,89,52.4767341843215,13.4608926030355,2,Neukölln
126,89,52.4807110163114,13.3543531134647,4,Tempelhof-Schöneberg
127,89,52.4805754778778,13.3580273017452,4,Tempelhof-Schöneberg
131,89,52.480032185616,13.3727237619653,4,Tempelhof-Schöneberg
133,89,52.4797598563978,13.3800718159947,4,Tempelhof-Schöneberg
144,89,52.4782539064217,13.4204840050383,4,Neukölln
150,89,52.477426674203,13.442525505722,4,Neukölln
152,89,52.4771500196552,13.4498724342873,4,Neukölln
156,89,52.4765953449489,13.4645659327614,5,Neukölln
159,89,52.4761781440768,13.4755857420294,5,Treptow-Köpenick
160,89,52.4760388495417,13.4792589517348,5,Treptow-Köpenick
161,89,52.4758994412214,13.4829321313746,5,Treptow-Köpenick
162,89,52.475759919118,13.4866052809245,5,Treptow-Köpenick
175,89,52.4739357784829,13.5343534758822,5,Lichtenberg
179,89,52.4733706366179,13.5490441960696,5,Treptow-Köpenick
182,89,52.4729455858955,13.5600619157776,5,Treptow-Köpenick
184,89,52.4726616500542,13.5674069092998,5,Treptow-Köpenick
195,89,52.471091871448,13.6078021772704,5,Treptow-Köpenick
200,89,52.4703737871636,13.6261624281539,5,Treptow-Köpenick
167,89,52.4750606019286,13.5049705764789,1,Treptow-Köpenick
177,89,52.4736534350478,13.5416988969301,1,Treptow-Köpenick
158,89,52.4763173248244,13.4719125022825,2,Treptow-Köpenick
166,89,52.4752006929156,13.5012975777414,2,Treptow-Köpenick
178,89,52.4735120927061,13.5453715617505,2,Treptow-Köpenick
187,89,52.4722348932963,13.578424169675,2,Treptow-Köpenick
157,89,52.4764563917825,13.4682392325184,4,Neukölln
185,89,52.4725195115322,13.5710793601035,4,Treptow-Köpenick
186,89,52.4723772592788,13.5747517802366,4,Treptow-Köpenick
165,89,52.4753406701302,13.497624548793,3,Treptow-Köpenick
168,89,52.4749203971713,13.5086435449813,3,Treptow-Köpenick
188,89,52.4720924135868,13.5820965283944,3,Treptow-Köpenick
189,89,52.4719498201525,13.5857688563708,3,Treptow-Köpenick
190,89,52.4718071129955,13.5894411535799,3,Treptow-Köpenick
196,89,52.4709484820013,13.6114742893684,3,Marzahn-Hellersdorf
77,90,52.48497304974,13.1740701431739,5,Spandau
80,90,52.4845828681534,13.1850962795663,5,Spandau
101,90,52.4818228868147,13.262272111413,5,Charlottenburg-Wilmersdorf
102,90,52.4816902060922,13.2659468378773,5,Charlottenburg-Wilmersdorf
103,90,52.4815574114725,13.2696215356875,5,Charlottenburg-Wilmersdorf
104,90,52.4814245029577,13.2732962048193,5,Charlottenburg-Wilmersdorf
105,90,52.4812914805498,13.2769708452483,5,Charlottenburg-Wilmersdorf
106,90,52.4811583442509,13.2806454569503,5,Charlottenburg-Wilmersdorf
107,90,52.481025094063,13.2843200399011,5,Charlottenburg-Wilmersdorf
108,90,52.4808917299881,13.2879945940763,5,Charlottenburg-Wilmersdorf
109,90,52.4807582520283,13.2916691194516,5,Charlottenburg-Wilmersdorf
110,90,52.4806246601856,13.2953436160029,5,Charlottenburg-Wilmersdorf
111,90,52.480490954462,13.2990180837058,5,Charlottenburg-Wilmersdorf
113,90,52.4802232013807,13.3063669324694,5,Charlottenburg-Wilmersdorf
114,90,52.4800891540271,13.3100413134816,5,Charlottenburg-Wilmersdorf
116,90,52.479820717704,13.3173899886453,5,Charlottenburg-Wilmersdorf
117,90,52.4796863287386,13.3210642827483,5,Charlottenburg-Wilmersdorf
120,90,52.4792824786523,13.3320869908509,5,Charlottenburg-Wilmersdorf
121,90,52.4791476342336,13.3357611687353,5,Charlottenburg-Wilmersdorf
123,90,52.4788776038238,13.3431094371342,5,Tempelhof-Schöneberg
124,90,52.4787424178368,13.3467835276,5,Tempelhof-Schöneberg
125,90,52.4786071179978,13.3504575888778,5,Tempelhof-Schöneberg
70,90,52.4858794851859,13.1483415110907,1,Spandau
99,90,52.4820879065601,13.254922572619,1,Charlottenburg-Wilmersdorf
122,90,52.4790126759567,13.3394353175045,1,Tempelhof-Schöneberg
78,90,52.484843103156,13.1777455500505,2,Spandau
115,90,52.4799549928008,13.3137156655483,2,Charlottenburg-Wilmersdorf
127,90,52.4783361767724,13.3578056237722,2,Tempelhof-Schöneberg
79,90,52.4847130426265,13.1814209288561,4,Spandau
118,90,52.4795518259069,13.3247385478331,4,Charlottenburg-Wilmersdorf
