xx,yy,latitude,longitude,percentage,bezirk
142,74,52.5121156048461,13.4165070335442,5,Mitte
124,79,52.5033750062834,13.3492174661289,5,Mitte
157,15,52.6421358731048,13.4851382248699,5,Pankow
166,17,52.6363951680426,13.5178582981108,1,Pankow
70,54,52.5665152482639,13.1559586207823,2,Spandau
129,62,52.540764027299,13.3713819689554,3,Mitte
144,66,52.5297531163551,13.425663265164,4,Pankow
73,77,52.5146099780115,13.1621219424665,5,Spandau
156,48,52.5683922406485,13.4739009135528,0,Pankow
141,38,52.5928604851117,13.4209400504952,3,Pankow
142,38,52.5927226749003,13.4246232834593,3,Pankow
143,38,52.5925847504011,13.4283064865276,3,Pankow
144,38,52.5924467116163,13.4319896596758,3,Pankow
198,73,52.5064772127605,13.6225799309079,3,Marzahn-Hellersdorf
199,73,52.5063332972349,13.6262549145564,3,Marzahn-Hellersdorf
195,76,52.5001927313529,13.6108505763338,3,Marzahn-Hellersdorf
196,76,52.5000491919996,13.6145250967741,3,Marzahn-Hellersdorf
182,79,52.495332377182,13.5623822917979,3,Marzahn-Hellersdorf
192,79,52.4939070035652,13.5991245582979,3,Marzahn-Hellersdorf
200,79,52.4927585104813,13.6285161483082,3,Marzahn-Hellersdorf
193,81,52.4892867467268,13.6023302180991,3,Marzahn-Hellersdorf
194,81,52.4891434926194,13.6060038736584,3,Marzahn-Hellersdorf
197,81,52.4887130476007,13.6170246546512,3,Marzahn-Hellersdorf
224,101,52.4400289017513,13.7114071557849,3,Treptow-Köpenick
225,101,52.4398823570435,13.7150761433491,3,Treptow-Köpenick
226,101,52.4397356988015,13.7187450993428,3,Treptow-Köpenick
167,111,52.4258053712997,13.4999375079133,3,Neukölln
168,111,52.4256654142035,13.5036064067428,3,Neukölln
183,111,52.4235524307145,13.5586362585089,3,Treptow-Köpenick
184,111,52.4234106567765,13.5623046721557,3,Treptow-Köpenick
185,111,52.4232687693042,13.5659730552738,3,Treptow-Köpenick
193,111,52.4221295825535,13.5953190182929,3,Treptow-Köpenick
150,115,52.4192109275407,13.4366606592442,3,Neukölln
151,115,52.419072945794,13.4403293277722,3,Neukölln
154,115,52.4186583191503,13.4513351549859,3,Neukölln
159,115,52.4179650035256,13.4696776043279,3,Neukölln
162,115,52.417547651513,13.4806827152637,3,Neukölln
163,115,52.417408307082,13.4843510256528,3,Neukölln
170,115,52.4164297169741,13.5100283569823,3,Neukölln
172,115,52.416149098014,13.5173644661911,3,Neukölln
179,115,52.4151633557619,13.5430398952764,3,Treptow-Köpenick
175,116,52.4134885100972,13.5281386163129,3,Treptow-Köpenick
177,116,52.4132067785631,13.5354740538411,3,Treptow-Köpenick
179,116,52.4129245930124,13.542809370035,3,Treptow-Köpenick
180,116,52.4127833299862,13.5464769825714,3,Treptow-Köpenick
187,116,52.4117913109887,13.5721494176154,3,Treptow-Köpenick
192,116,52.4110793214716,13.5904859544709,3,Treptow-Köpenick
212,116,52.4082029982314,13.6638243981769,3,Treptow-Köpenick
118,120,52.4123691622269,13.3181517212694,3,Steglitz-Zehlendorf
159,21,52.6284229441072,13.4911337104692,5,Pankow
160,21,52.628282885541,13.4948195760839,5,Pankow
161,21,52.6281427125703,13.4985054112723,5,Pankow
162,21,52.6280024251972,13.5021912160098,5,Pankow
129,22,52.6303323162862,13.3803196683107,5,Pankow
130,22,52.6301957018509,13.384006248227,5,Pankow
127,29,52.6149307729919,13.371381535532,5,Reinickendorf
142,29,52.6128741319148,13.4266583693475,5,Pankow
143,29,52.6127361074707,13.4303432529723,5,Pankow
125,30,52.6129638150258,13.3637877233371,5,Reinickendorf
127,30,52.6126915628061,13.3711580986102,5,Reinickendorf
128,30,52.6125552651065,13.3748432419035,5,Reinickendorf
140,30,52.6109107708595,13.4190626460196,5,Pankow
141,30,52.6107729862487,13.4227474026693,5,Pankow
149,30,52.609666592474,13.4522243769331,5,Pankow
140,32,52.6064326325981,13.4186110028226,5,Pankow
142,32,52.6061569933899,13.4259797390193,5,Pankow
143,32,52.6060190022709,13.4296640622391,5,Pankow
144,32,52.6058808968114,13.4333483555071,5,Pankow
150,32,52.6050498630244,13.4554534847594,5,Pankow
151,32,52.6049109572414,13.4591375676804,5,Pankow
156,32,52.6042147135185,13.4775575295843,5,Pankow
110,33,52.6082729249856,13.3078455563964,5,Reinickendorf
111,33,52.6081386046874,13.3115306382218,5,Reinickendorf
114,33,52.6077349574104,13.3225857086235,5,Reinickendorf
118,33,52.6071951595595,13.3373253930703,5,Reinickendorf
123,33,52.6065178386233,13.3557493384237,5,Reinickendorf
124,33,52.6063820313073,13.359434039222,5,Reinickendorf
126,33,52.6061100735631,13.3668033523503,5,Reinickendorf
140,33,52.6041935611683,13.4183852258889,5,Pankow
126,35,52.6016316176115,13.3663571172343,5,Reinickendorf
147,35,52.5987489089213,13.4437198926715,5,Pankow
115,36,52.6008821335327,13.325607530122,5,Reinickendorf
116,36,52.6007472738346,13.3292919053552,5,Reinickendorf
118,36,52.6004772113585,13.3366605679876,5,Reinickendorf
120,36,52.6002066914563,13.3440291133448,5,Reinickendorf
121,36,52.6000712599757,13.3477133419839,5,Reinickendorf
129,36,52.5989836916972,13.3771861109175,5,Pankow
130,38,52.5943688538371,13.3804225217678,5,Pankow
131,38,52.5942323009311,13.3841060819706,5,Pankow
136,38,52.5935478217776,13.4025234380951,5,Pankow
150,38,52.5916160790271,13.4540880688728,5,Pankow
151,38,52.5914772403022,13.4577710318955,5,Pankow
139,40,52.5886575777408,13.4131227011471,5,Pankow
144,40,52.5879686375912,13.4315369998489,5,Pankow
150,40,52.5871381386806,13.4536331701974,5,Pankow
125,41,52.5883321618489,13.3613359697861,5,Pankow
126,41,52.5881962133586,13.3650191177427,5,Pankow
127,41,52.5880601505743,13.3687022362106,5,Pankow
128,41,52.5879239734979,13.3723853251652,5,Pankow
134,41,52.5871045110242,13.394483237745,5,Pankow
136,41,52.5868304426252,13.4018489713904,5,Pankow
137,41,52.586693237015,13.4055317936253,5,Pankow
138,41,52.5865559171338,13.4092145861025,5,Pankow
139,41,52.5864184829837,13.4128973487974,5,Pankow
141,41,52.5861432718854,13.420262784743,5,Pankow
142,41,52.5860054949413,13.4239454579447,5,Pankow
143,41,52.5858676037369,13.4276281012665,5,Pankow
110,43,52.5858788443763,13.3056454364852,5,Reinickendorf
111,43,52.5857446321548,13.3093286504641,5,Reinickendorf
116,43,52.5850718564824,13.3277442831956,5,Reinickendorf
117,43,52.5849369584495,13.3314273221381,5,Reinickendorf
118,43,52.5848019461219,13.3351103318222,5,Reinickendorf
125,43,52.5838536597541,13.360890578323,5,Pankow
126,43,52.5837177331444,13.36457335306,5,Pankow
127,43,52.5835816922588,13.3682560983184,5,Pankow
128,43,52.5834455370995,13.371938814074,5,Pankow
129,43,52.5833092676685,13.3756215003022,5,Pankow
133,43,52.5827630472695,13.3903519494528,5,Pankow
136,43,52.5823521822206,13.4013994750809,5,Pankow
137,43,52.5822149986918,13.4050819242104,5,Pankow
138,43,52.5820777009102,13.4087643435926,5,Pankow
139,43,52.581940288878,13.4124467332031,5,Pankow
140,43,52.5818027625972,13.4161290930174,5,Pankow
141,43,52.5816651220701,13.419811423011,5,Pankow
142,43,52.5815273672987,13.4234937231597,5,Pankow
143,43,52.5813894982851,13.4271759934388,5,Pankow
139,45,52.5774620886507,13.4119962363807,5,Pankow
143,45,52.5769113866939,13.4267240047728,5,Pankow
164,45,52.5739902213682,13.5040369081235,5,Lichtenberg
165,45,52.5738498621543,13.5077181423837,5,Lichtenberg
166,45,52.5737093887658,13.5113993462237,5,Lichtenberg
167,45,52.5735688012047,13.5150805196189,5,Lichtenberg
169,45,52.5732872835735,13.5224427749777,5,Lichtenberg
178,45,52.572014803264,13.5555714106418,5,Lichtenberg
124,46,52.5772716747978,13.3565404667263,5,Reinickendorf
127,46,52.5768639934083,13.367587111972,5,Reinickendorf
128,46,52.5767278711163,13.3712692681118,5,Reinickendorf
130,46,52.5764552838014,13.3786334918315,5,Pankow
131,46,52.5763188187827,13.3823155593626,5,Pankow
133,46,52.5760455460334,13.3896796056451,5,Pankow
135,46,52.5757718163489,13.3970435333917,5,Pankow
139,46,52.5752229862417,13.411771032496,5,Pankow
140,46,52.5750854931568,13.4154528328819,5,Pankow
141,46,52.5749478858528,13.4191346034629,5,Pankow
142,46,52.5748101643319,13.4228163442145,5,Pankow
145,46,52.5743963144889,13.4338613872493,5,Pankow
150,46,52.5737042806103,13.4522691934419,5,Pankow
164,47,52.5695125736705,13.5035772112087,5,Lichtenberg
167,47,52.5690912213108,13.5146197048908,5,Lichtenberg
168,47,52.568950542217,13.5183004752338,5,Lichtenberg
169,47,52.5688097489732,13.5219812150941,5,Lichtenberg
171,47,52.5685278200443,13.5293426032687,5,Lichtenberg
177,47,52.5676792938832,13.5514260336708,5,Marzahn-Hellersdorf
179,47,52.5673955387626,13.5587869317811,5,Marzahn-Hellersdorf
181,47,52.5671113271377,13.5661477068878,5,Marzahn-Hellersdorf
182,47,52.5669690501416,13.569828048254,5,Marzahn-Hellersdorf
183,47,52.5668266590259,13.5735083587963,5,Marzahn-Hellersdorf
185,47,52.5665415344448,13.5808688873115,5,Marzahn-Hellersdorf
119,48,52.5734702106242,13.3376859434135,5,Reinickendorf
120,48,52.5733350241218,13.3413679617299,5,Reinickendorf
122,48,52.5730643083907,13.3487319104204,5,Reinickendorf
124,48,52.5727931357053,13.3560957416914,5,Reinickendorf
125,48,52.57265737801,13.3597776132335,5,Reinickendorf
126,48,52.5725215060823,13.3634594553474,5,Reinickendorf
127,48,52.5723855199243,13.3671412680088,5,Reinickendorf
128,48,52.5722494195382,13.3708230511932,5,Reinickendorf
129,48,52.5721132049261,13.3745048048761,5,Reinickendorf
130,48,52.57197687609,13.3781865290332,5,Reinickendorf
131,48,52.5718404330321,13.38186822364,5,Reinickendorf
139,48,52.5707447768337,13.4113207137535,5,Pankow
140,48,52.5706073058737,13.4150021413089,5,Pankow
141,48,52.5704697207129,13.4186835390698,5,Pankow
142,48,52.5703320213534,13.4223649070118,5,Pankow
143,48,52.5701942077973,13.4260462451105,5,Pankow
149,48,52.5693649284521,13.4481336456276,5,Pankow
163,48,52.5674139586758,13.4996667024204,5,Lichtenberg
164,48,52.5672737474843,13.5033474081744,5,Lichtenberg
165,48,52.5671334221433,13.5070280835484,5,Lichtenberg
168,48,52.5667117612446,13.518069927147,5,Lichtenberg
169,48,52.5665709793271,13.5217504807575,5,Lichtenberg
170,48,52.5664300832708,13.5254310038662,5,Lichtenberg
119,49,52.5712308843253,13.337464557212,5,Reinickendorf
120,49,52.5710957087012,13.341146389046,5,Reinickendorf
121,49,52.5709604188435,13.3448281915791,5,Reinickendorf
122,49,52.5708250147542,13.348509964787,5,Reinickendorf
124,49,52.5705538638893,13.3558734231291,5,Reinickendorf
127,49,52.5701462809075,13.3669183900921,5,Reinickendorf
128,49,52.5700101914728,13.3705999868353,5,Reinickendorf
130,49,52.5697376699546,13.3779630918085,5,Reinickendorf
131,49,52.5696012378753,13.3816445999896,5,Reinickendorf
138,49,52.5686430155403,13.4074143279439,5,Pankow
140,49,52.5683682099356,13.4147768400619,5,Pankow
141,49,52.5682306358447,13.4184580514492,5,Pankow
143,49,52.5679551450963,13.4258203847586,5,Pankow
144,50,52.5655781753039,13.4292754897055,5,Pankow
148,50,52.5650254113559,13.4439989328045,5,Pankow
152,50,52.5644708207586,13.4587218962367,5,Pankow
164,50,52.5627960904376,13.5028878929252,5,Lichtenberg
165,50,52.5626557876727,13.5065681958299,5,Lichtenberg
166,50,52.5625153707788,13.5102484683409,5,Lichtenberg
169,50,52.5620934353435,13.5212891032685,5,Lichtenberg
182,50,52.5602531806772,13.5691286751009,5,Marzahn-Hellersdorf
183,50,52.5601108239193,13.5728084271926,5,Marzahn-Hellersdorf
184,50,52.5599683530714,13.5764881484523,5,Marzahn-Hellersdorf
115,51,52.5672917004926,13.3222957441427,5,Reinickendorf
116,51,52.5671570035041,13.3259773200029,5,Reinickendorf
117,51,52.567022192292,13.3296588666702,5,Reinickendorf
119,51,52.5667522272049,13.3370218723285,5,Reinickendorf
120,51,52.5666170733341,13.3407033312707,5,Reinickendorf
121,51,52.566481805248,13.3443847609223,5,Reinickendorf
122,51,52.5663464229485,13.3480661612589,5,Reinickendorf
123,51,52.5662109264379,13.3517475322561,5,Reinickendorf
124,51,52.5660753157181,13.3554288738895,5,Reinickendorf
126,51,52.5658037516595,13.3627914689671,5,Reinickendorf
127,51,52.5656677983248,13.3664727223625,5,Reinickendorf
128,51,52.5655317307894,13.3701539462963,5,Reinickendorf
129,51,52.5653955490553,13.3738351407443,5,Reinickendorf
130,51,52.5652592531245,13.377516305682,5,Reinickendorf
133,51,52.5648496801738,13.3885596231889,5,Mitte
135,51,52.5645760605955,13.3959216868611,5,Pankow
136,51,52.5644390795294,13.3996026742242,5,Pankow
138,51,52.5641647748535,13.4069645598825,5,Pankow
139,51,52.564027451248,13.4106454581289,5,Pankow
140,51,52.5638900134669,13.4143263266209,5,Pankow
142,51,52.5636147953866,13.4216879742443,5,Pankow
144,51,52.5633391206295,13.4290495025573,5,Pankow
148,51,52.5627864011527,13.443772200472,5,Pankow
167,52,52.557897244249,13.5134681991576,5,Lichtenberg
169,52,52.5576158851054,13.5208278473225,5,Lichtenberg
181,52,52.5559181462589,13.5649831691386,5,Marzahn-Hellersdorf
182,52,52.5557759264745,13.5686625798482,5,Marzahn-Hellersdorf
183,52,52.555633592616,13.572341959761,5,Marzahn-Hellersdorf
184,52,52.5554911446857,13.5760213088525,5,Marzahn-Hellersdorf
185,52,52.5553485826858,13.5797006270983,5,Marzahn-Hellersdorf
85,53,52.5668000941653,13.2114051277114,5,Spandau
86,53,52.5666688459713,13.2150871948534,5,Spandau
139,53,52.5595492265429,13.4101954359779,5,Pankow
141,53,52.5592742810531,13.4175563980191,5,Pankow
142,53,52.5591366370775,13.4212368343628,5,Pankow
143,53,52.5589988789509,13.4249172408894,5,Pankow
145,53,52.5587230202533,13.4322779643937,5,Pankow
146,53,52.5585849196865,13.4359582813227,5,Pankow
147,53,52.5584467049772,13.4396385683371,5,Pankow
152,53,52.5577539193678,13.4580395538358,5,Pankow
153,53,52.5576150198482,13.4617196608504,5,Pankow
158,53,52.5569188103795,13.4801197441564,5,Pankow
167,53,52.5556584441529,13.5132379890119,5,Lichtenberg
177,53,52.5542471980407,13.550033147576,5,Marzahn-Hellersdorf
181,53,52.5536795053511,13.5647503536094,5,Marzahn-Hellersdorf
123,54,52.5594930601035,13.3510814871249,5,Mitte
124,54,52.559357482115,13.3547622696649,5,Mitte
125,54,52.5592217899468,13.3584430228321,5,Mitte
126,54,52.5590859836009,13.3621237466021,5,Mitte
127,54,52.5589500630796,13.3658044409505,5,Reinickendorf
130,54,52.5585416164834,13.3768463472222,5,Mitte
131,54,52.558405239281,13.3805269236403,5,Mitte
133,54,52.558132142383,13.3878879878212,5,Mitte
134,54,52.5579954226917,13.3915684755353,5,Mitte
135,54,52.5578585888417,13.3952489336326,5,Mitte
138,54,52.5574474023603,13.40629012998,5,Pankow
141,54,52.557035188526,13.4173310588985,5,Pankow
142,54,52.5568975556238,13.4210113089955,5,Pankow
144,54,52.5566219473959,13.4283717197294,5,Pankow
145,54,52.5564839720745,13.4320518803177,5,Pankow
146,54,52.5563458826176,13.4357320110209,5,Pankow
148,54,52.5560693613057,13.4430921826748,5,Pankow
149,54,52.5559309294551,13.4467722235767,5,Pankow
155,54,52.5550979417585,13.4688518385021,5,Pankow
123,55,52.5572537683024,13.3508595305812,5,Mitte
125,55,52.5569825199711,13.358220693662,5,Mitte
126,55,52.5568467245517,13.3619012311265,5,Mitte
129,55,52.5564386533035,13.3729426669239,5,Mitte
157,55,52.5525804504482,13.475983181009,5,Pankow
159,55,52.5523014409519,13.4833423188997,5,Pankow
162,55,52.5518820709889,13.4943807990183,5,Pankow
163,55,52.5517420528182,13.4980602318358,5,Lichtenberg
166,55,52.5513213137872,13.5090983482808,5,Lichtenberg
179,55,52.5494862475982,13.5569270170699,5,Marzahn-Hellersdorf
184,55,52.5487753202524,13.5753212799831,5,Marzahn-Hellersdorf
186,55,52.5484901510025,13.582678769513,5,Marzahn-Hellersdorf
68,56,52.5622941955921,13.1481705531417,5,Spandau
69,56,52.5621649214601,13.1518525404033,5,Spandau
70,56,52.5620355330546,13.1555344996461,5,Spandau
71,56,52.5619060303776,13.1592164308457,5,Spandau
73,56,52.561646682217,13.1665802090175,5,Spandau
77,56,52.5611266147253,13.1813074277663,5,Spandau
79,56,52.5608658954262,13.1886708679519,5,Spandau
83,56,52.5603430858019,13.2033974089675,5,Spandau
84,56,52.560212097777,13.2070789733797,5,Spandau
85,56,52.5600809955088,13.2107605094063,5,Spandau
86,56,52.559949778999,13.2144420170229,5,Spandau
88,56,52.5596870032633,13.2218049469281,5,Spandau
93,56,52.5590280648401,13.2402117728046,5,Reinickendorf
94,56,52.5588959344716,13.243893052261,5,Reinickendorf
127,56,52.5544715653365,13.3653590667374,5,Mitte
128,56,52.55433555253,13.3690393590739,5,Mitte
130,56,52.5540631844597,13.3763998553421,5,Mitte
133,56,52.5536537762429,13.3874403783673,5,Mitte
134,56,52.5535170785493,13.3911204935776,5,Mitte
136,56,52.5532433407426,13.3984806351545,5,Pankow
137,56,52.5531063006337,13.4021606614725,5,Pankow
138,56,52.5529691463907,13.4058406581109,5,Pankow
139,56,52.5528318780156,13.4095206250454,5,Pankow
140,56,52.5526944955105,13.4132005622516,5,Pankow
141,56,52.5525569988775,13.4168804697051,5,Pankow
142,56,52.5524193881188,13.4205603473816,5,Pankow
143,56,52.5522816632364,13.4242401952567,5,Pankow
144,56,52.5521438242325,13.4279200133059,5,Pankow
145,56,52.5520058711093,13.431599801505,5,Pankow
146,56,52.5518678038687,13.4352795598296,5,Pankow
149,56,52.5514529174646,13.4463186553125,5,Pankow
150,56,52.5513143937762,13.4499982938952,5,Pankow
151,56,52.5511757559811,13.4536779024816,5,Pankow
153,56,52.5508981380795,13.4610370295678,5,Pankow
156,56,52.5504808554805,13.4720754946153,5,Pankow
158,56,52.5502020966085,13.4794343206416,5,Pankow
159,56,52.550062546037,13.48311368838,5,Lichtenberg
162,56,52.5496432098068,13.4941516102044,5,Lichtenberg
163,56,52.5495032028986,13.4978308569344,5,Lichtenberg
164,56,52.5493630819115,13.5015100733514,5,Lichtenberg
165,56,52.5492228468478,13.5051892594311,5,Lichtenberg
69,57,52.5599250512612,13.1516407082951,5,Spandau
70,57,52.5597956732688,13.1553224809989,5,Spandau
71,57,52.5596661810141,13.1590042256644,5,Spandau
122,57,52.5529106112789,13.3467354522148,5,Mitte
123,57,52.552775180166,13.3504157052133,5,Mitte
125,57,52.5525039754792,13.357776123187,5,Mitte
126,57,52.5523682019093,13.3614562881135,5,Mitte
127,57,52.5522323141913,13.3651364236339,5,Mitte
130,57,52.5518239661694,13.3761766535145,5,Mitte
131,57,52.5516876218797,13.3798566711666,5,Mitte
132,57,52.5515511634523,13.3835366592906,5,Mitte
133,57,52.5514145908893,13.3872166178622,5,Mitte
138,57,52.550730016114,13.4056159665804,5,Pankow
139,57,52.5505927587816,13.4092957473254,5,Pankow
140,57,52.5504553873283,13.4129754983474,5,Pankow
141,57,52.5503179017563,13.4166552196219,5,Pankow
142,57,52.5501803020676,13.4203349111246,5,Pankow
143,57,52.5500425882644,13.4240145728311,5,Pankow
144,57,52.5499047603488,13.427694204717,5,Pankow
146,57,52.5496287621889,13.4350533789297,5,Pankow
147,57,52.5494905919488,13.4387329212078,5,Pankow
177,57,52.5452924360281,13.5491051681969,5,Marzahn-Hellersdorf
178,57,52.5451507295623,13.5527837716933,5,Marzahn-Hellersdorf
179,57,52.5450089090593,13.556462344517,5,Marzahn-Hellersdorf
182,57,52.5445827633485,13.5674978787089,5,Marzahn-Hellersdorf
183,57,52.5444404867183,13.5711763285987,5,Marzahn-Hellersdorf
184,57,52.5442980960617,13.5748547476943,5,Marzahn-Hellersdorf
187,57,52.543870239956,13.5858898199723,5,Marzahn-Hellersdorf
188,57,52.543727393216,13.5895681156476,5,Marzahn-Hellersdorf
189,57,52.5435844324606,13.5932463804072,5,Marzahn-Hellersdorf
190,57,52.5434413576921,13.5969246142266,5,Marzahn-Hellersdorf
191,57,52.5432981689125,13.6006028170815,5,Marzahn-Hellersdorf
192,57,52.5431548661242,13.6042809889477,5,Marzahn-Hellersdorf
193,57,52.5430114493293,13.6079591298009,5,Marzahn-Hellersdorf
194,57,52.54286791853,13.6116372396167,5,Marzahn-Hellersdorf
195,57,52.5427242737285,13.6153153183708,5,Marzahn-Hellersdorf
196,57,52.542580514927,13.618993366039,5,Marzahn-Hellersdorf
69,58,52.5576851796092,13.1514289041032,5,Spandau
70,58,52.557555812029,13.1551104902924,5,Spandau
71,58,52.5574263301955,13.1587920484482,5,Spandau
74,58,52.5570371991955,13.1698365544711,5,Spandau
79,58,52.5563863626501,13.1882435015596,5,Spandau
81,58,52.5561252283711,13.1956060827922,5,Spandau
82,58,52.5559944898837,13.1992873309672,5,Spandau
83,58,52.555863637167,13.2029685508156,5,Spandau
84,58,52.5557326702232,13.2066497423127,5,Spandau
85,58,52.5556015890542,13.2103309054342,5,Spandau
86,58,52.5554703936619,13.2140120401556,5,Spandau
87,58,52.5553390840485,13.2176931464526,5,Spandau
102,58,52.5533557346844,13.2729063133535,5,Reinickendorf
113,58,52.5518849491206,13.3133918531481,5,Mitte
121,58,52.5508066101178,13.3428336735743,5,Mitte
134,58,52.549038728313,13.3906726296351,5,Mitte
137,58,52.5486280164864,13.4017116803724,5,Pankow
138,58,52.5484908843095,13.4053913046458,5,Pankow
139,58,52.5483536380187,13.4090708992257,5,Pankow
140,58,52.5482162776161,13.4127504640877,5,Pankow
141,58,52.5480788031039,13.4164299992075,5,Pankow
142,58,52.5479412144842,13.4201095045607,5,Pankow
143,58,52.5478035117591,13.4237889801229,5,Pankow
144,58,52.5476656949306,13.4274684258697,5,Pankow
146,58,52.5473897189724,13.43482722782,5,Pankow
147,58,52.5472515598467,13.4385065839747,5,Pankow
148,58,52.5471132866263,13.4421859102167,5,Pankow
149,58,52.5469748993132,13.4458652065214,5,Pankow
150,58,52.5468363979095,13.4495444728647,5,Pankow
151,58,52.5466977824174,13.4532237092222,5,Pankow
152,58,52.546559052839,13.4569029155694,5,Pankow
153,58,52.5464202091764,13.460582091882,5,Pankow
154,58,52.5462812514318,13.4642612381358,5,Pankow
155,58,52.5461421796072,13.4679403543063,5,Lichtenberg
158,58,52.5457242796755,13.4789775220747,5,Lichtenberg
159,58,52.5455847515528,13.4826565176686,5,Lichtenberg
162,58,52.5451654827778,13.4936933231231,5,Lichtenberg
163,58,52.5450254983911,13.497372197751,5,Lichtenberg
166,58,52.5446048608759,13.5084086397232,5,Lichtenberg
175,58,52.5433367896397,13.541516322742,5,Marzahn-Hellersdorf
176,58,52.5431953226334,13.5451948015413,5,Marzahn-Hellersdorf
182,58,52.5423441259895,13.5672650304938,5,Marzahn-Hellersdorf
184,58,52.5420594815962,13.5746215276209,5,Marzahn-Hellersdorf
187,58,52.5416316598988,13.585656042152,5,Marzahn-Hellersdorf
188,58,52.5414888246465,13.5893341519225,5,Marzahn-Hellersdorf
189,58,52.5413458753879,13.5930122307827,5,Marzahn-Hellersdorf
190,58,52.5412028121252,13.5966902787081,5,Marzahn-Hellersdorf
191,58,52.5410596348606,13.6003682956745,5,Marzahn-Hellersdorf
68,59,52.5555745494275,13.1475357001198,5,Spandau
69,59,52.5554453065044,13.1512171278227,5,Spandau
81,59,52.5538854808016,13.1953920689545,5,Spandau
82,59,52.5537547528349,13.1990731306986,5,Spandau
85,59,52.5533618836221,13.2101161459026,5,Spandau
140,59,52.545977166374,13.4125254594672,5,Pankow
141,59,52.5458397029205,13.4162048084566,5,Pankow
142,59,52.5457021253686,13.4198841276845,5,Pankow
143,59,52.5455644337204,13.4235634171268,5,Pankow
144,59,52.545426627978,13.4272426767589,5,Pankow
145,59,52.5452887081436,13.4309219065565,5,Pankow
146,59,52.5451506742191,13.4346011064953,5,Pankow
147,59,52.5450125262069,13.438280276551,5,Pankow
148,59,52.5448742641089,13.4419594166991,5,Pankow
150,59,52.5445973976644,13.4493176071752,5,Pankow
151,59,52.5444587933221,13.4529966574546,5,Pankow
152,59,52.5443200749026,13.4566756777291,5,Pankow
161,59,52.5430664760051,13.4897855059592,5,Lichtenberg
162,59,52.5429266169311,13.4934642248452,5,Lichtenberg
163,59,52.5427866438035,13.4971429134584,5,Lichtenberg
88,60,52.5507283112765,13.2209436151707,5,Spandau
97,60,52.5495405484248,13.2540686770205,5,Spandau
99,60,52.5492753450855,13.261429486988,5,Spandau
100,60,52.5491425721501,13.2651098488859,5,Spandau
102,60,52.5488766837577,13.2724704863883,5,Charlottenburg-Wilmersdorf
106,60,52.5483435369445,13.2871914155352,5,Charlottenburg-Wilmersdorf
109,60,52.5479424781242,13.2982318090011,5,Charlottenburg-Wilmersdorf
111,60,52.5476745347938,13.3055919264722,5,Charlottenburg-Wilmersdorf
113,60,52.5474061348556,13.3129519278439,5,Charlottenburg-Wilmersdorf
114,60,52.5472717636638,13.3166318849316,5,Charlottenburg-Wilmersdorf
121,60,52.5463279693565,13.3423907684346,5,Mitte
122,60,52.5461926850568,13.3460704920552,5,Mitte
123,60,52.546057286628,13.3497501863827,5,Mitte
124,60,52.5459217740721,13.3534298513927,5,Mitte
125,60,52.5457861473912,13.3571094870607,5,Mitte
126,60,52.5456504065875,13.3607890933625,5,Mitte
127,60,52.5455145516629,13.3644686702737,5,Mitte
129,60,52.5452424994597,13.3718277358266,5,Mitte
130,60,52.5451063021852,13.3755072244196,5,Mitte
134,60,52.5445603719838,13.3902248836665,5,Mitte
161,60,52.540827597355,13.489556623845,5,Lichtenberg
162,60,52.5406877495299,13.4932351567353,5,Lichtenberg
166,60,52.540127217805,13.5079489853791,5,Lichtenberg
175,60,52.5388593505319,13.5410533211199,5,Marzahn-Hellersdorf
177,60,52.5385763480121,13.5484095043779,5,Marzahn-Hellersdorf
179,60,52.5382928894438,13.555765565107,5,Marzahn-Hellersdorf
180,60,52.5381509891469,13.5594435494624,5,Marzahn-Hellersdorf
182,60,52.5378668465385,13.5667994260334,5,Marzahn-Hellersdorf
187,60,52.5371544950343,13.5851885788447,5,Marzahn-Hellersdorf
188,60,52.5370116827538,13.5888663168784,5,Marzahn-Hellersdorf
189,60,52.5368687564852,13.5925440240124,5,Marzahn-Hellersdorf
190,60,52.5367257162307,13.5962217002226,5,Marzahn-Hellersdorf
191,60,52.5365825619925,13.5998993454846,5,Marzahn-Hellersdorf
194,60,52.5361524153976,13.6109320953386,5,Marzahn-Hellersdorf
195,60,52.5360088052465,13.614609616565,5,Marzahn-Hellersdorf
196,60,52.5358650811228,13.6182871067218,5,Marzahn-Hellersdorf
197,60,52.5357212430285,13.6219645657847,5,Marzahn-Hellersdorf
80,61,52.5495365739914,13.1912834086281,5,Spandau
81,61,52.5494059812665,13.1949641258709,5,Spandau
82,61,52.5492752743379,13.1986448148262,5,Spandau
83,61,52.5491444532073,13.2023254754698,5,Spandau
84,61,52.549013517877,13.206006107777,5,Spandau
85,61,52.5488824683488,13.2096867117236,5,Spandau
87,61,52.548620026707,13.217047834437,5,Spandau
88,61,52.5484886345975,13.2207283531549,5,Spandau
89,61,52.5483571282982,13.2244088434145,5,Spandau
92,61,52.547961924282,13.2354501431986,5,Spandau
93,61,52.547829961244,13.2391305193804,5,Spandau
95,61,52.547565692631,13.2464911859782,5,Spandau
96,61,52.5474333870602,13.2501714763454,5,Spandau
99,61,52.5470357853147,13.2612121754269,5,Spandau
100,61,52.546903023062,13.2648923510328,5,Spandau
110,61,52.545569121777,13.3016925217404,5,Charlottenburg-Wilmersdorf
