"hour","x","y","twitter","instagram"
10,121,77,0,1
10,121,78,0,2
10,121,80,0,1
10,122,78,0,1
10,122,80,0,3
10,122,86,0,3
10,123,57,0,3
10,123,77,0,1
10,123,92,1,0
10,124,36,0,1
10,124,57,0,1
10,124,59,0,1
10,124,74,0,3
10,125,61,0,1
10,125,78,0,1
10,125,79,0,3
10,125,103,0,1
10,126,58,0,1
10,126,85,0,1
10,126,93,0,1
10,127,52,0,1
10,127,58,0,1
10,127,67,0,1
10,127,85,0,2
10,127,86,0,1
10,127,89,1,0
10,128,61,1,0
10,128,72,0,1
10,128,73,0,2
10,128,80,0,1
10,128,84,0,1
10,128,88,0,1
10,128,94,0,1
10,129,60,0,1
10,129,62,0,1
10,129,69,2,3
10,129,76,0,1
10,129,77,0,1
10,129,80,1,4
10,129,91,0,1
10,130,72,0,1
10,130,76,0,1
10,130,77,0,2
10,130,94,0,1
10,131,67,0,2
10,131,72,1,3
10,131,73,4,13
10,131,74,0,1
10,131,76,2,9
10,131,84,0,1
10,132,68,0,1
10,132,72,0,1
10,132,73,0,6
10,132,74,0,6
10,132,76,0,2
10,132,81,0,2
10,133,53,0,1
10,133,67,0,1
10,133,70,0,1
10,133,85,1,2
10,134,52,0,1
10,134,64,0,4
10,134,66,0,2
10,134,68,0,1
10,134,70,1,1
10,134,72,0,2
10,134,87,0,2
10,134,95,0,1
10,134,99,6,0
10,135,49,0,1
10,135,59,0,1
10,135,66,0,1
10,135,69,0,1
10,135,71,0,2
10,135,76,0,4
10,135,94,0,1
10,135,95,0,1
10,136,55,0,2
10,136,60,0,1
10,136,67,0,1
10,136,68,1,2
10,136,69,0,1
10,136,70,0,5
10,136,71,0,1
10,136,74,1,1
10,136,76,0,1
10,136,85,0,1
10,137,45,0,1
10,137,61,0,1
10,137,65,2,7
10,137,66,0,2
10,137,70,0,1
10,137,71,0,2
10,137,72,0,2
10,137,83,1,0
10,138,60,0,1
10,138,61,0,1
10,138,66,0,1
10,138,67,0,6
10,138,68,0,2
10,138,69,1,8
10,138,71,0,2
10,138,72,0,9
10,138,79,10,240
10,139,53,0,1
10,139,62,0,1
10,139,67,0,1
10,139,70,0,1
10,139,71,1,0
10,139,74,0,1
10,139,80,0,1
10,140,48,0,1
10,140,56,0,2
10,140,63,0,1
10,140,65,0,1
10,140,66,1,3
10,140,67,0,1
10,140,70,1,3
10,140,71,1,1
10,140,73,0,2
10,140,78,0,3
10,140,84,0,1
10,140,92,0,2
10,141,59,0,2
10,141,67,0,1
10,141,68,0,1
10,141,69,0,2
10,141,70,1,17
10,141,78,0,1
10,141,82,0,1
10,142,60,0,1
10,142,64,0,1
10,142,66,0,1
10,142,69,0,1
10,142,71,0,1
10,142,85,0,1
10,143,44,0,1
10,143,49,0,1
10,143,70,0,1
10,143,75,0,2
10,143,79,1,30
10,143,80,0,1
10,143,81,0,1
10,144,64,0,1
10,144,79,1,3
10,144,81,0,1
10,144,85,0,1
10,144,94,0,1
10,144,132,0,1
10,145,49,0,1
10,145,85,1,1
10,146,55,0,1
10,146,62,0,1
10,146,64,0,5
10,146,67,0,4
10,146,78,0,3
10,146,82,0,2
10,146,85,0,1
10,146,89,0,1
10,147,53,0,1
10,147,66,3,0
10,147,71,0,1
10,147,75,0,1
10,147,79,0,1
10,147,80,0,1
10,147,81,1,1
10,147,94,0,2
10,148,68,0,1
10,148,71,0,1
10,148,72,1,1
10,148,75,0,1
10,148,79,0,1
10,148,86,0,1
10,148,87,1,2
10,148,94,0,4
10,149,74,0,1
10,149,75,0,1
10,149,77,0,1
10,149,78,0,1
10,149,79,0,1
10,149,84,0,1
10,149,88,0,1
10,150,67,0,1
10,150,78,0,11
10,150,79,0,1
10,150,85,0,5
10,151,72,0,1
10,151,77,1,1
10,151,80,0,1
10,151,84,0,1
10,151,91,1,1
10,152,55,0,1
10,152,66,0,1
10,152,76,0,2
10,152,91,0,1
10,153,74,1,2
10,154,38,1,0
10,154,74,1,1
10,154,89,0,1
10,155,68,0,1
10,155,70,0,1
10,155,71,0,12
10,155,72,0,1
10,155,79,0,3
10,155,85,0,1
10,156,70,0,1
10,156,75,1,2
10,156,80,0,2
10,157,67,0,1
10,157,83,0,2
10,158,72,0,1
10,158,75,0,2
10,159,76,0,1
10,159,87,1,1
10,160,79,0,1
10,163,77,0,1
10,164,66,0,1
10,164,73,0,1
10,164,76,0,1
10,166,74,0,1
10,169,78,0,1
10,174,65,0,2
10,174,85,0,1
10,174,108,0,1
10,176,108,0,1
10,178,70,0,1
10,180,64,0,1
10,181,62,1,1
10,182,68,0,1
10,224,101,0,1
11,72,121,0,1
11,79,118,0,1
11,82,61,0,1
11,85,68,0,1
11,86,50,2,2
11,86,64,0,1
11,90,108,0,1
11,93,105,0,2
11,94,76,0,3
11,99,112,0,2
11,100,45,0,1
11,100,65,0,1
11,100,116,0,2
11,103,78,1,0
11,103,80,1,0
11,103,111,0,1
11,105,79,1,16
11,106,82,0,1
11,107,57,2,3
11,108,74,0,2
11,109,73,0,1
11,109,78,0,3
11,109,100,0,1
11,110,61,0,1
11,110,65,0,1
11,110,78,0,1
11,111,70,0,1
11,111,79,0,1
11,112,70,0,1
11,112,76,0,2
11,112,77,0,1
11,112,88,0,1
11,112,101,0,1
11,113,74,0,1
11,113,80,0,1
11,113,83,1,1
11,113,86,0,2
11,113,100,0,1
11,114,76,0,7
11,114,81,0,1
11,115,80,0,3
11,116,37,1,0
11,116,72,1,0
11,116,82,0,1
11,117,52,0,1
11,117,55,0,1
11,117,82,0,1
11,118,49,0,1
11,118,69,0,1
11,118,78,0,2
11,118,80,1,5
11,118,88,0,2
11,119,57,4,4
11,119,78,1,5
11,119,79,0,2
11,119,87,0,1
11,119,99,0,1
11,120,75,0,1
11,120,78,0,4
11,120,79,0,1
11,120,95,1,1
11,120,99,0,1
11,120,101,0,1
11,121,56,0,1
11,121,69,0,1
11,121,78,0,3
11,121,79,1,0
11,123,59,0,1
11,123,76,0,1
11,123,88,0,1
11,123,94,0,1
11,124,67,0,1
11,124,74,0,1
11,124,80,0,2
11,125,81,0,3
11,125,82,0,2
11,126,50,0,1
11,126,56,0,1
11,126,60,0,1
11,126,83,0,1
11,126,99,0,1
11,127,78,1,1
11,127,81,0,1
11,127,88,0,1
11,127,89,0,1
11,128,73,0,5
11,128,79,1,1
11,128,85,0,1
11,128,86,0,1
11,129,53,0,2
11,129,55,0,1
11,129,60,1,0
11,129,65,0,1
11,129,69,1,4
11,129,73,0,1
11,129,76,0,2
11,129,82,0,1
11,129,88,0,1
11,130,76,3,3
11,130,77,0,4
11,130,95,0,2
11,130,110,0,1
11,131,67,0,1
11,131,72,1,2
11,131,73,2,11
11,131,75,0,1
11,131,76,0,2
11,131,80,0,1
11,131,81,0,1
11,132,55,0,1
11,132,58,0,2
11,132,60,0,1
11,132,73,0,4
11,132,74,0,3
11,132,76,0,2
11,132,81,0,1
11,132,100,1,1
11,132,108,0,1
11,133,52,1,1
11,133,53,0,2
11,133,66,0,2
11,133,67,0,1
11,133,68,0,1
11,133,70,0,1
11,133,85,0,1
11,134,58,0,1
11,134,64,0,1
11,134,68,0,2
11,134,69,0,3
11,134,70,0,1
11,134,71,0,2
11,134,72,0,3
11,134,73,0,1
11,134,75,0,1
11,134,81,0,1
11,134,87,0,3
11,135,38,0,1
11,135,66,0,2
11,135,71,1,0
11,135,74,0,1
11,135,75,0,1
11,135,76,0,4
11,135,83,0,1
11,135,93,0,2
11,135,95,0,1
11,136,41,0,4
11,136,50,0,1
11,136,55,0,1
11,136,65,0,1
11,136,67,1,2
11,136,69,0,3
11,136,70,1,4
11,136,71,0,3
11,136,73,0,2
11,136,74,0,3
11,136,79,0,2
11,136,81,0,1
11,136,85,0,1
11,136,89,0,1
11,137,52,0,1
11,137,61,0,1
11,137,65,1,5
11,137,67,1,2
11,137,68,0,2
11,137,69,0,1
11,137,70,0,2
11,137,75,0,1
11,137,83,0,1
11,138,60,0,5
11,138,62,0,1
11,138,66,0,4
11,138,67,1,6
11,138,68,1,1
11,138,69,1,1
11,138,72,1,4
11,138,79,7,224
11,139,50,0,1
11,139,62,0,1
11,139,67,0,1
11,139,71,2,0
11,139,74,0,1
11,139,75,0,1
11,140,57,0,1
11,140,61,0,1
11,140,62,0,1
11,140,63,0,1
11,140,64,0,1
11,140,65,0,1
11,140,66,0,1
11,140,67,0,1
11,140,68,1,1
11,140,69,0,1
11,140,70,0,3
11,140,74,0,1
11,140,78,0,5
11,140,82,0,1
11,140,92,0,1
11,141,45,0,1
11,141,61,0,2
11,141,66,0,1
11,141,67,3,4
11,141,68,0,1
11,141,69,1,0
11,141,70,1,13
11,141,78,0,2
11,141,124,0,1
11,142,60,0,1
11,142,62,1,0
11,142,63,0,1
11,142,67,0,2
11,142,69,0,1
11,142,78,0,1
11,142,79,0,1
11,142,81,0,1
11,142,83,0,1
11,142,86,0,2
11,143,62,1,1
11,143,63,0,2
11,143,75,0,2
11,143,79,0,26
11,143,80,1,3
11,143,82,0,1
11,143,85,0,1
11,143,122,0,1
11,144,71,0,1
11,144,74,0,2
11,144,83,0,1
11,144,84,0,1
11,144,85,0,1
11,144,90,0,2
11,145,65,0,1
11,145,80,0,1
11,145,84,0,1
11,145,85,0,1
11,145,87,0,1
11,145,89,0,1
11,146,65,1,2
11,146,67,0,5
11,146,69,0,2
11,146,81,0,1
11,146,84,0,1
11,147,30,0,1
11,147,66,1,0
11,147,69,0,1
11,147,75,0,2
11,147,85,0,1
11,147,94,0,2
11,148,55,0,1
11,148,73,0,2
11,148,85,0,1
11,148,87,1,1
11,148,92,0,1
11,149,71,0,1
11,149,74,0,2
11,149,77,0,2
11,149,78,0,1
11,149,79,0,2
11,149,88,0,1
11,149,89,0,1
11,150,68,0,1
11,150,72,3,0
11,150,74,0,1
11,150,78,1,18
11,150,85,1,5
11,150,103,0,1
11,151,71,0,2
11,151,75,0,3
11,151,76,0,1
11,151,77,1,2
11,151,79,0,2
11,151,81,0,1
11,152,66,0,1
11,152,72,0,2
11,152,73,0,1
11,152,77,0,1
11,152,78,0,2
11,152,79,0,1
11,152,80,0,3
11,152,100,0,1
11,153,55,0,2
11,153,72,0,1
11,153,74,0,3
11,153,80,1,1
11,154,70,1,0
11,154,74,0,3
11,154,75,0,1
11,154,90,0,1
11,155,56,0,1
11,155,70,0,1
11,155,71,0,14
11,155,79,0,1
11,155,85,0,1
11,156,73,0,1
11,156,75,0,1
11,156,76,0,2
11,156,78,0,1
11,156,80,0,1
11,157,66,0,1
11,157,73,0,2
11,157,74,0,2
11,157,75,0,1
11,157,81,0,1
11,157,83,0,6
11,159,57,0,2
11,159,79,0,1
11,159,87,0,1
11,160,79,0,1
11,161,44,0,1
11,162,85,0,1
11,164,56,1,2
11,164,71,1,1
11,164,76,0,1
11,165,71,0,1
11,166,56,0,1
11,168,90,0,2
11,169,78,0,3
11,170,80,1,0
11,170,93,0,1
11,171,76,0,1
11,174,85,0,1
11,175,58,0,1
11,176,107,0,1
11,177,96,0,1
11,178,70,0,2
11,178,94,0,1
11,179,54,0,1
11,180,63,0,1
11,180,64,0,1
11,181,104,0,2
11,183,69,0,1
11,184,99,0,1
11,187,62,0,1
11,187,96,0,1
11,187,101,0,2
11,188,98,0,1
11,189,62,0,1
11,189,97,0,1
11,193,58,0,1
11,199,98,0,1
11,207,140,0,1
11,208,105,0,1
11,215,107,0,1
12,64,115,0,1
12,67,113,0,1
12,73,122,0,1
12,74,119,0,1
12,75,119,0,1
12,78,62,0,1
12,79,62,1,0
12,87,66,0,1
12,89,43,0,1
12,90,31,0,1
12,90,114,0,1
12,93,32,1,0
12,93,86,0,1
12,94,34,1,0
12,95,73,0,1
12,95,83,0,1
12,97,83,1,1
12,98,80,0,1
12,100,45,0,2
12,102,37,0,1
12,103,79,0,1
12,103,81,0,1
12,103,89,0,1
12,104,42,0,1
12,104,79,0,1
12,104,81,0,2
12,105,74,0,1
12,105,78,0,1
12,105,79,2,9
12,105,110,0,1
12,106,82,0,4
12,107,57,0,5
12,107,58,0,1
12,107,64,0,1
12,108,72,0,1
12,108,76,0,1
12,109,57,1,0
12,109,72,0,3
12,109,73,0,1
12,109,92,0,1
12,109,103,0,1
12,110,72,0,1
12,110,74,0,3
12,110,76,0,1
12,110,78,0,1
12,110,106,0,2
12,112,70,0,1
12,112,77,0,1
12,112,78,0,1
12,112,79,0,1
12,112,116,0,1
12,113,53,10,0
12,113,74,0,2
12,113,76,0,1
12,113,81,1,2
12,113,83,0,1
12,113,96,1,0
12,113,100,0,1
12,114,76,0,7
12,114,80,0,2
12,114,81,0,2
12,114,86,0,1
12,115,76,0,1
12,115,80,0,4
12,115,85,0,1
12,116,37,1,0
12,116,72,1,0
12,116,86,0,1
12,117,78,0,1
12,117,81,0,2
12,117,110,0,1
12,118,66,0,1
12,118,68,0,1
12,118,71,0,1
12,118,72,0,1
12,118,78,0,2
12,118,79,0,2
12,118,80,0,4
12,118,83,0,1
12,118,93,0,1
12,118,99,0,1
12,118,117,0,1
12,119,57,5,5
12,119,66,0,1
12,119,78,0,2
12,119,79,0,1
12,119,80,0,1
12,119,97,0,2
12,119,99,0,2
12,120,78,1,8
12,120,99,0,2
12,120,106,1,0
12,121,66,0,1
12,121,70,0,1
12,121,73,0,1
12,121,78,0,4
12,121,79,0,4
12,121,94,0,1
12,121,103,0,1
12,122,68,0,1
12,122,69,0,1
12,122,72,0,1
12,122,78,0,2
12,122,79,0,5
12,122,80,0,2
12,122,97,1,1
12,123,59,0,1
12,123,70,0,1
12,124,48,0,1
12,124,56,0,1
12,124,59,0,2
12,124,66,0,1
12,124,81,0,1
12,125,68,0,1
12,125,77,0,1
12,125,80,0,1
12,125,81,0,1
12,125,87,0,1
12,125,101,0,1
12,125,109,0,2
12,126,31,0,1
12,126,58,0,1
12,126,68,0,1
12,126,70,0,1
12,126,81,0,1
12,126,84,0,1
12,126,86,0,2
12,126,87,0,1
12,126,110,0,3
12,127,58,0,4
12,127,85,1,2
12,127,86,0,1
12,128,72,0,2
12,128,73,1,6
12,128,79,1,0
12,128,80,0,2
12,128,81,0,1
12,129,64,0,1
12,129,69,0,1
12,129,76,0,3
12,129,78,0,1
12,129,88,0,1
12,130,68,0,4
12,130,72,0,1
12,130,73,0,1
12,130,76,0,1
12,130,77,0,3
12,130,78,0,1
12,130,80,0,1
12,130,83,0,1
12,130,95,0,3
12,131,63,1,0
12,131,67,0,4
12,131,72,2,7
12,131,73,3,11
12,131,76,1,7
12,132,59,0,1
12,132,66,0,1
12,132,67,0,1
12,132,72,0,1
12,132,73,0,14
12,132,74,2,8
12,132,76,0,2
12,132,81,0,3
12,132,96,0,1
12,133,53,0,1
12,133,59,0,1
12,133,70,0,1
12,133,71,0,1
12,133,85,0,4
12,134,26,0,1
12,134,59,0,1
12,134,68,0,1
12,134,69,0,1
12,134,71,0,1
12,134,72,0,1
12,134,87,0,4
12,134,95,0,1
12,135,66,0,3
12,135,69,0,1
12,135,72,0,1
12,135,73,0,1
12,135,76,0,3
12,135,77,0,2
12,135,82,0,1
12,135,83,0,4
12,136,67,0,2
12,136,68,0,1
12,136,70,0,2
12,136,71,0,3
12,136,72,0,3
12,136,73,0,2
12,136,74,0,2
12,136,81,0,1
12,136,87,0,1
12,136,101,0,1
12,137,42,0,1
12,137,61,0,4
12,137,63,0,1
12,137,65,0,10
12,137,68,0,2
12,137,70,0,5
12,137,71,0,1
12,137,72,0,1
12,137,73,0,1
12,137,75,0,1
12,137,77,0,1
12,137,81,1,0
12,137,84,0,1
12,137,85,0,1
12,138,56,0,1
12,138,60,0,3
12,138,61,0,5
12,138,62,0,1
12,138,64,0,2
12,138,66,0,1
12,138,67,0,14
12,138,69,0,3
12,138,71,0,2
12,138,72,1,7
12,138,79,8,210
12,138,80,0,1
12,139,50,0,2
12,139,56,0,2
12,139,68,0,1
12,139,69,0,1
12,139,70,0,1
12,139,72,0,1
12,139,74,0,1
12,140,62,0,3
12,140,66,0,5
12,140,67,0,1
12,140,69,0,1
12,140,70,1,1
12,140,71,1,0
12,140,78,0,2
12,140,92,1,2
12,141,61,0,1
12,141,65,0,1
12,141,67,0,2
12,141,68,0,2
12,141,69,1,1
12,141,70,2,12
12,141,71,0,1
12,141,78,1,0
12,141,79,0,1
12,142,60,0,2
12,142,62,0,1
12,142,63,0,1
12,142,64,0,1
12,142,69,0,1
12,142,78,0,1
12,142,79,0,1
12,142,86,0,2
12,143,62,0,2
12,143,63,1,1
12,143,73,0,3
12,143,75,0,1
12,143,76,0,1
12,143,77,1,1
12,143,78,0,1
12,143,79,0,29
12,143,80,0,2
12,143,81,0,1
12,143,82,0,1
12,144,58,0,1
12,144,60,0,1
12,144,64,0,1
12,144,71,0,1
12,144,72,0,1
12,144,82,0,2
12,144,84,0,1
12,144,90,0,3
12,145,66,0,1
12,145,76,0,1
12,145,83,0,1
12,145,85,0,1
12,145,87,0,2
12,146,67,0,4
12,146,69,0,1
12,146,79,0,1
12,146,82,0,5
12,146,84,0,1
12,146,86,0,3
12,146,87,0,2
12,147,66,2,0
12,147,69,0,1
12,147,71,0,4
12,147,76,0,1
12,147,80,0,4
12,147,83,0,1
12,147,85,0,1
12,147,94,0,2
12,148,51,0,1
12,148,55,0,1
12,148,71,0,1
12,148,73,0,1
12,148,87,1,2
12,148,88,0,2
12,148,94,0,2
12,149,74,0,3
12,149,78,0,1
12,149,79,0,4
12,149,80,0,1
12,149,83,0,1
12,149,89,0,1
12,149,90,0,1
12,149,92,0,1
12,150,72,2,0
12,150,78,0,8
12,150,79,0,1
12,150,80,0,2
12,150,82,0,1
12,150,85,0,7
12,150,91,0,2
12,151,77,0,4
12,151,79,0,1
12,151,86,0,1
12,151,106,0,1
12,152,70,0,3
12,152,72,0,3
12,152,73,0,1
12,152,74,0,1
12,152,75,1,0
12,152,88,0,1
12,153,56,0,1
12,153,73,0,1
12,153,74,0,2
12,153,80,0,1
12,153,88,0,1
12,153,89,0,1
12,154,38,3,0
12,154,70,1,1
12,154,72,0,1
12,154,73,0,1
12,154,74,0,2
12,154,75,0,1
12,154,82,1,0
12,155,71,2,10
12,155,78,2,2
12,155,79,1,0
12,155,81,0,1
12,155,90,0,3
12,156,77,0,1
12,157,74,0,1
12,157,76,0,1
12,157,83,0,12
12,157,84,0,2
12,158,71,1,1
12,158,75,0,1
12,158,94,1,0
12,159,78,0,1
12,159,87,0,2
12,159,108,0,1
12,160,77,0,1
12,160,84,1,2
12,161,73,0,1
12,164,76,0,1
12,164,86,0,1
12,165,119,0,1
12,166,49,0,1
12,167,66,0,2
12,167,115,0,2
12,168,67,0,1
12,168,80,0,1
12,169,94,0,1
12,170,105,0,1
12,171,73,0,1
12,171,86,0,1
12,175,100,0,3
12,176,58,0,1
12,179,108,0,1
12,180,64,0,1
12,187,101,0,1
12,187,102,0,1
12,188,98,0,1
12,189,71,0,1
12,192,59,0,1
12,202,66,0,1
12,203,113,0,1
12,204,111,0,2
13,62,99,0,1
13,67,69,0,1
13,70,122,0,1
13,82,70,0,1
13,83,66,0,1
13,84,66,0,1
13,85,56,0,1
13,90,114,0,1
13,91,78,0,1
13,93,105,0,2
13,93,107,0,4
13,94,76,0,3
13,95,87,0,1
13,97,79,0,1
13,97,81,1,1
13,98,97,0,1
13,99,54,0,1
13,100,45,0,1
13,101,42,0,1
13,101,95,0,1
13,103,22,0,1
13,103,79,0,1
13,103,80,0,1
13,103,81,1,0
13,104,79,0,1
13,104,81,0,1
13,105,44,0,1
13,105,79,2,16
13,105,96,0,1
13,106,82,0,3
13,106,92,1,0
13,107,57,0,4
13,108,72,0,3
13,108,82,0,1
13,108,96,0,1
13,108,104,0,1
13,109,72,0,8
13,109,78,0,4
13,110,29,0,1
13,110,61,0,1
13,110,74,0,1
13,110,82,0,1
13,111,97,0,2
13,112,82,0,1
13,112,88,0,1
13,113,74,0,1
13,113,76,0,1
13,113,78,0,1
13,113,100,0,1
13,114,76,1,4
13,114,86,0,1
13,115,77,0,1
13,115,79,0,1
13,115,80,0,2
13,115,81,0,1
13,115,90,0,1
13,116,37,1,0
13,116,72,1,0
13,116,73,0,1
13,116,80,0,1
13,116,81,0,2
13,116,88,0,1
13,116,89,0,3
13,117,63,0,1
13,117,78,0,2
13,117,80,0,5
13,117,81,0,2
13,117,83,0,1
13,117,110,0,1
13,118,49,0,2
13,118,77,0,1
13,118,78,0,1
13,118,79,1,0
13,118,80,0,6
13,118,87,0,2
13,118,91,0,1
13,118,99,0,1
13,119,57,2,6
13,119,70,0,2
13,119,78,1,4
13,119,79,0,1
13,120,78,1,8
13,120,84,0,1
13,120,96,0,1
13,120,99,0,1
13,121,66,0,1
13,121,70,0,1
13,121,77,1,1
13,121,79,0,1
13,122,66,0,1
13,122,78,0,2
13,122,80,0,2
13,122,82,0,1
13,122,103,1,0
13,122,104,0,1
13,123,70,0,1
13,123,71,0,1
13,123,80,1,1
13,124,59,0,1
13,124,69,0,1
13,124,74,0,3
13,124,77,0,1
13,124,80,0,1
13,125,73,0,1
13,125,75,0,1
13,125,81,0,1
13,125,86,0,1
13,125,87,0,1
13,126,52,0,1
13,126,58,0,1
13,126,60,0,1
13,126,70,0,1
13,126,80,0,2
13,126,87,0,1
13,127,58,0,2
13,127,84,0,1
13,127,85,0,1
13,128,70,0,1
13,128,73,0,11
13,128,77,1,2
13,128,87,0,1
13,129,53,0,1
13,129,69,0,4
13,129,71,0,1
13,129,76,0,6
13,129,82,0,1
13,129,91,0,1
13,130,68,0,1
13,130,73,0,1
13,130,76,0,1
13,130,81,0,1
13,131,67,0,3
13,131,72,0,12
13,131,73,1,14
13,131,76,1,12
13,131,77,0,1
13,131,78,0,1
13,131,80,0,1
13,131,81,0,2
13,132,47,0,1
13,132,65,0,1
13,132,67,0,1
13,132,73,0,11
13,132,74,0,5
13,132,81,0,1
13,133,59,0,1
13,133,73,0,1
13,133,83,0,1
13,133,85,0,1
13,133,86,0,1
13,133,88,0,1
13,134,56,0,2
13,134,64,0,4
13,134,66,0,1
13,134,68,0,1
13,134,69,0,2
13,134,71,0,1
13,134,72,0,3
13,134,74,0,1
13,134,77,0,1
13,134,78,1,1
13,134,87,0,2
13,134,95,0,2
13,135,49,0,1
13,135,61,0,1
13,135,68,0,2
13,135,69,0,1
13,135,71,0,2
13,135,74,0,5
13,135,75,0,2
13,135,76,0,3
13,135,77,0,1
13,135,83,0,2
13,135,85,0,1
13,135,95,0,1
13,136,41,0,1
13,136,55,0,3
13,136,66,1,0
13,136,68,0,1
13,136,69,0,1
13,136,70,0,4
13,136,71,0,1
13,136,72,0,1
13,136,74,0,7
13,136,76,0,1
13,136,81,0,2
13,136,89,0,1
13,137,61,0,5
13,137,62,0,1
13,137,63,0,1
13,137,65,0,10
13,137,66,0,6
13,137,67,0,3
13,137,68,0,3
13,137,69,0,1
13,137,70,0,2
13,137,71,0,1
13,137,73,3,3
13,137,75,0,1
13,137,79,0,2
13,138,60,0,3
13,138,61,0,4
13,138,64,0,1
13,138,65,1,1
13,138,66,1,5
13,138,67,3,12
13,138,69,0,4
13,138,72,0,7
13,138,79,11,237
13,139,50,0,1
13,139,53,0,1
13,139,56,0,1
13,139,62,0,1
13,139,63,0,2
13,139,66,0,1
13,139,72,1,2
13,139,74,0,1
13,139,76,1,0
13,140,57,1,2
13,140,58,0,1
13,140,61,0,4
13,140,62,0,1
13,140,65,0,1
13,140,66,0,1
13,140,67,0,1
13,140,70,9,7
13,140,71,0,2
13,140,78,0,1
13,140,84,0,1
13,140,92,0,5
13,141,65,1,0
13,141,67,4,6
13,141,68,0,1
13,141,70,1,12
13,141,75,0,1
13,141,78,0,1
13,142,62,0,2
13,142,64,0,3
13,142,67,0,1
13,142,69,1,3
13,142,74,0,1
13,142,79,0,1
13,142,85,4,0
13,142,86,1,4
13,143,59,0,1
13,143,60,0,1
13,143,63,1,2
13,143,64,0,1
13,143,68,0,1
13,143,74,0,1
13,143,75,0,4
13,143,79,1,42
13,143,80,0,2
13,144,70,0,1
13,144,74,1,1
13,144,79,0,1
13,144,80,1,1
13,144,82,0,1
13,144,83,0,2
13,144,90,0,1
13,145,57,0,2
13,145,71,0,1
13,145,84,1,1
13,145,85,0,2
13,145,91,0,1
13,146,62,0,1
13,146,64,0,2
13,146,65,2,1
13,146,67,5,16
13,146,72,0,1
13,146,78,1,4
13,146,80,0,1
13,146,82,0,5
13,146,84,0,1
13,147,30,0,1
13,147,71,0,1
13,147,79,0,1
13,147,80,0,2
13,147,82,0,1
13,147,83,0,1
13,147,87,0,1
13,147,89,0,1
13,147,94,0,1
13,148,55,0,1
13,148,81,0,2
13,148,87,1,5
13,148,88,0,2
13,149,71,0,1
13,149,72,0,1
13,149,74,0,2
13,149,77,0,5
13,149,78,0,1
13,149,79,1,4
13,150,65,0,1
13,150,72,1,0
13,150,77,0,1
13,150,78,1,24
13,150,85,1,8
13,150,88,0,1
13,150,89,0,1
13,150,91,0,1
13,150,98,0,2
13,150,103,0,1
13,151,71,1,1
13,151,72,0,1
13,151,75,0,1
13,151,76,0,1
13,151,77,0,4
13,151,79,0,2
13,151,81,0,1
13,151,86,0,2
13,151,91,0,1
13,152,66,0,1
13,152,70,0,3
13,152,72,0,3
13,152,73,0,1
13,152,74,0,1
13,152,77,0,1
13,152,80,0,2
13,152,83,0,1
13,152,86,0,2
13,152,99,0,1
13,152,100,0,1
13,153,38,0,1
13,153,56,0,3
13,153,73,0,1
13,153,74,0,2
13,153,75,0,1
13,153,79,0,1
13,153,80,0,2
13,153,83,0,1
13,154,63,0,1
13,154,70,0,1
13,154,74,0,4
13,154,75,1,0
13,155,65,0,1
13,155,71,0,9
13,155,72,0,1
13,155,90,0,5
13,156,77,0,1
13,156,78,0,1
13,156,80,0,1
13,157,62,0,1
13,157,83,0,5
13,157,93,0,1
13,158,63,0,1
13,158,75,0,1
13,159,73,0,1
13,159,87,1,2
13,159,94,0,1
13,160,57,0,1
13,160,67,0,1
13,160,84,0,1
13,160,113,0,1
13,164,76,0,1
13,164,90,0,1
13,165,50,0,1
13,165,87,0,2
13,166,94,0,1
13,167,81,0,1
13,167,115,0,1
13,168,75,0,1
13,169,73,0,1
13,169,75,1,0
13,169,94,0,1
13,171,69,0,1
13,172,78,0,1
13,175,58,0,1
13,177,107,0,1
13,178,72,0,1
13,179,120,0,1
13,180,73,0,1
13,181,104,0,1
13,183,69,0,1
13,187,62,0,1
13,187,102,0,1
13,192,57,0,1
13,201,113,0,1
13,208,105,0,2
14,62,99,0,2
14,72,121,0,1
14,73,75,0,1
14,74,119,0,2
14,78,79,1,0
14,78,82,0,1
14,79,62,0,1
14,79,81,0,1
14,80,62,0,1
14,82,68,0,1
14,84,34,0,1
14,85,113,0,1
14,93,107,0,6
14,94,110,0,1
14,95,83,0,4
14,96,81,0,2
14,96,96,0,2
14,97,81,1,0
14,99,72,0,1
14,99,112,0,1
14,100,116,0,2
14,101,80,0,1
14,101,95,1,1
14,102,37,0,1
14,102,80,1,0
14,102,82,0,1
14,102,89,0,1
14,103,79,1,0
14,103,104,0,1
14,103,115,0,1
14,104,81,0,1
14,104,101,0,1
14,105,44,0,2
14,105,79,1,11
14,106,77,0,1
14,107,57,0,1
14,107,58,0,1
14,108,57,0,1
14,108,72,0,2
14,108,105,0,2
14,109,72,0,15
14,109,73,0,1
14,109,100,0,1
14,109,102,0,1
14,111,81,0,1
14,112,76,0,1
14,112,82,0,2
14,113,76,0,1
14,113,81,0,2
14,113,94,1,0
14,113,100,0,1
14,114,76,0,8
14,114,78,0,1
14,115,80,1,1
14,115,85,0,1
14,116,37,1,0
14,116,72,1,0
14,116,80,0,1
14,116,81,0,1
14,116,87,0,2
14,116,89,0,1
14,116,90,0,2
14,117,78,0,2
14,117,80,0,3
14,117,81,0,2
14,118,55,0,1
